lemma	identifier1	identifier2	judgment	cosine_similarity
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	2532889X_1980-12-03_01_045.tcf.xml-3-41	1.0	0.39959603548049927
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	2532889X_1983-05-14_01_107.tcf.xml-29-16	1.0	0.29986870288848877
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	26120215_1977_07_21_01_018.tcf.xml-29-26	1.0	0.32558202743530273
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	ledebur_eisenhuettenkunde_1884-1403-11	1.0	0.6512095332145691
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	menzel_maurer_1847-4283-17	1.0	0.6289386749267578
abbauen	2532889X_1975-05-03_01_099.tcf.xml-5-20	wanderley_bauconstructionslehre02_1878-4577-74	1.0	0.6741386651992798
abbauen	2532889X_1975-07-26_01_404.tcf.xml-30-16	polenz_buettnerbauer_1895-6066-22	4.0	0.9170786142349243
abbauen	2532889X_1975-07-26_01_404.tcf.xml-30-16	wanderley_bauconstructionslehre02_1878-4577-74	3.5	0.8311537504196167
abbauen	2532889X_1975-10-25_01_181.tcf.xml-9-26	2532889X_1983-05-14_01_107.tcf.xml-29-16	2.0	0.31916654109954834
abbauen	2532889X_1975-10-25_01_181.tcf.xml-9-26	2532889X_1986-03-08_01_151.tcf.xml-14-10	4.0	0.6431087255477905
abbauen	2532889X_1975-10-25_01_181.tcf.xml-9-26	wanderley_bauconstructionslehre02_1878-4577-74	4.0	0.7295650243759155
abbauen	2532889X_1976-12-10_01_056.tcf.xml-141-28	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.9080626368522644
abbauen	2532889X_1976-12-10_01_056.tcf.xml-141-28	2532889X_1984-03-07_01_115.tcf.xml-22-26	4.0	0.9191264510154724
abbauen	2532889X_1976-12-10_01_056.tcf.xml-141-28	brunn_griechen01_1853-2853-32	1.5	0.209239199757576
abbauen	2532889X_1976-12-10_01_056.tcf.xml-141-28	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.39880144596099854
abbauen	2532889X_1977-07-23_01_321.tcf.xml-3-11	2532889X_1983-05-14_01_107.tcf.xml-29-16	1.0	0.3129134178161621
abbauen	2532889X_1977-07-23_01_321.tcf.xml-3-11	26120215_1963_10_03_01_130.tcf.xml-21-10	1.0	0.33771783113479614
abbauen	2532889X_1977-07-23_01_321.tcf.xml-3-11	boerne_paris03_1833-917-12	2.5	0.49750304222106934
abbauen	2532889X_1977-07-23_01_321.tcf.xml-3-11	ledebur_eisenhuettenkunde_1884-5694-22	1.0	0.639833390712738
abbauen	2532889X_1977-08-29_01_023.tcf.xml-5-10	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.859189510345459
abbauen	2532889X_1977-08-29_01_023.tcf.xml-5-10	brunn_griechen01_1853-2853-32	1.0	0.3608166575431824
abbauen	2532889X_1977-08-29_01_023.tcf.xml-5-10	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.39984413981437683
abbauen	2532889X_1977-08-29_01_023.tcf.xml-5-10	polenz_buettnerbauer_1895-6066-22	2.0	0.4264509975910187
abbauen	2532889X_1977-11-23_01_174.tcf.xml-33-47	2532889X_1983-05-14_01_107.tcf.xml-29-16	3.5	0.301376074552536
abbauen	2532889X_1978-07-01_01_233.tcf.xml-9-6	26120215_1976_01_10_01_404.tcf.xml-4-28	2.0	0.42651134729385376
abbauen	2532889X_1978-07-01_01_233.tcf.xml-9-6	silberer_traber_1883-600-30	3.0	0.6184656620025635
abbauen	2532889X_1978-08-11_01_093.tcf.xml-25-26	2532889X_1984-03-07_01_115.tcf.xml-22-26	3.0	0.8690966963768005
abbauen	2532889X_1978-08-11_01_093.tcf.xml-25-26	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.84228515625
abbauen	2532889X_1978-08-11_01_093.tcf.xml-25-26	polenz_buettnerbauer_1895-6066-22	2.0	0.48525282740592957
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	2532889X_1983-05-14_01_107.tcf.xml-29-16	3.0	0.4406284987926483
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1960_07_17_01_533.tcf.xml-19-26	2.0	0.3222724497318268
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.21554207801818848
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1976_01_10_01_404.tcf.xml-4-28	3.0	0.46480780839920044
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1978_08_10_01_344.tcf.xml-18-16	1.5	0.3367137014865875
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	26120215_1988_07_06_01_125.tcf.xml-3-19	1.0	0.39270633459091187
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	becker_arbeiter_1860-165-24	1.0	0.387157678604126
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	munzinger_japaner_1898-448-4	1.0	0.5035929679870605
abbauen	2532889X_1980-12-03_01_045.tcf.xml-3-41	strauss_jesus02_1836-788-64	1.0	0.4129894971847534
abbauen	2532889X_1982-02-06_01_272.tcf.xml-8-23	2532889X_1984-03-07_01_115.tcf.xml-22-26	2.0	0.30131995677948
abbauen	2532889X_1982-02-06_01_272.tcf.xml-8-23	26120215_1966_08_24_01_105.tcf.xml-13-10	4.0	0.8006476163864136
abbauen	2532889X_1982-02-06_01_272.tcf.xml-8-23	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.32478809356689453
abbauen	2532889X_1982-04-28_01_050.tcf.xml-8-40	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.9377328157424927
abbauen	2532889X_1982-04-28_01_050.tcf.xml-8-40	26120215_1976_01_10_01_404.tcf.xml-4-28	4.0	0.9051929712295532
abbauen	2532889X_1982-04-28_01_050.tcf.xml-8-40	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.35558590292930603
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	2532889X_1986-03-08_01_151.tcf.xml-14-10	2.0	0.279222697019577
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1950_06_22_01_023.tcf.xml-7-21	4.0	0.7517712116241455
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1951_03_06_01_203.tcf.xml-16-13	4.0	0.8362739086151123
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1952_10_16_01_166.tcf.xml-5-13	2.0	0.2436758428812027
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1957_06_23_02_011.tcf.xml-10-5	1.0	0.2950100898742676
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1959_04_01_01_224.tcf.xml-5-11	2.5	0.6854693293571472
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1962_04_15_01_322.tcf.xml-28-12	2.0	0.43262919783592224
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1965_10_13_01_228.tcf.xml-9-14	2.0	0.29074016213417053
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1967_08_12_01_019.tcf.xml-5-30	3.5	0.8873226642608643
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1970_01_06_01_071.tcf.xml-12-12	1.5	0.23404288291931152
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1970_03_13_01_318.tcf.xml-6-20	3.5	0.6917674541473389
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1971_04_18_01_468.tcf.xml-8-12	2.0	0.3176944851875305
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1971_11_22_01_086.tcf.xml-5-34	4.0	0.9313178658485413
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1972_04_12_01_301.tcf.xml-3-19	4.0	0.9109565019607544
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1973_03_06_01_146.tcf.xml-54-10	4.0	0.8527820706367493
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1973_11_23_01_280.tcf.xml-63-27	3.5	0.7743040323257446
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1974_02_26_01_130.tcf.xml-6-47	4.0	0.7714751958847046
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_02_12_01_275.tcf.xml-13-8	2.0	0.31575316190719604
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_09_14_01_138.tcf.xml-7-11	1.0	0.30036279559135437
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1977_12_19_01_093.tcf.xml-19-14	2.0	0.3266577422618866
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.9273576736450195
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1979_05_26_01_341.tcf.xml-15-24	2.0	0.29008060693740845
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1980_01_19_01_138.tcf.xml-31-8	1.5	0.29656845331192017
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1981_06_24_01_155.tcf.xml-55-9	2.0	0.15175297856330872
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1981_11_21_01_345.tcf.xml-78-47	4.0	0.9516831636428833
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1988_06_11_01_185.tcf.xml-20-8	2.0	0.3462609648704529
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	26120215_1988_07_06_01_125.tcf.xml-3-19	1.0	0.3338915705680847
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen02_1895-16179-3	2.0	0.3467887341976166
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen03_1897-10544-29	2.0	0.40008729696273804
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	beck_eisen03_1897-5262-12	2.0	0.3273482322692871
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	boerne_paris03_1833-917-12	1.5	0.3585830628871918
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	dickens_weihnachtsabend_1844-903-11	1.0	0.35188257694244385
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	hauptmann_henschel_1899-268-9	1.0	0.46666717529296875
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	immermann_muenchhausen04_1839-342-16	2.0	0.36159297823905945
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-12929-25	2.0	0.36121827363967896
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-14941-36	2.0	0.359893798828125
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.38030093908309937
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5879-22	2.0	0.4641526937484741
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	ledebur_eisenhuettenkunde_1884-5998-32	2.0	0.3668324947357178
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	menzel_maurer_1847-4284-5	2.0	0.36516281962394714
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	silberer_traber_1883-600-30	1.5	0.3303925096988678
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre01_1877-3217-23	2.0	0.34768760204315186
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-2114-50	2.0	0.348823606967926
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-4862-11	2.0	0.3206275701522827
abbauen	2532889X_1983-05-14_01_107.tcf.xml-29-16	wanderley_bauconstructionslehre02_1878-4882-12	2.0	0.3577459156513214
abbauen	2532889X_1984-01-05_01_103.tcf.xml-24-11	2532889X_1986-03-08_01_151.tcf.xml-14-10	2.0	0.3211425840854645
abbauen	2532889X_1984-01-05_01_103.tcf.xml-24-11	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.29718905687332153
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	2532889X_1990-05-16_01_087.tcf.xml-235-35	3.0	0.9390237331390381
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1970_03_13_01_318.tcf.xml-6-20	4.0	0.6912497282028198
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1973_11_23_01_280.tcf.xml-63-27	4.0	0.7357957363128662
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	26120215_1990_05_03_01_342.tcf.xml-390-28	3.0	0.9619046449661255
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-1403-11	2.0	0.36435264348983765
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.3671553134918213
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-5861-14	2.0	0.3495679199695587
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-6302-29	2.0	0.3580257296562195
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	munzinger_japaner_1898-448-4	1.0	0.4217514991760254
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	nn_maehrisches71_1886-490-16	1.0	0.3368760943412781
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	wanderley_bauconstructionslehre01_1877-1526-77	2.0	0.3605344891548157
abbauen	2532889X_1984-03-07_01_115.tcf.xml-22-26	wanderley_bauconstructionslehre02_1878-1492-27	2.0	0.3791865110397339
abbauen	2532889X_1985-04-01_01_092.tcf.xml-3-8	2532889X_1986-03-08_01_151.tcf.xml-14-10	4.0	0.779839277267456
abbauen	2532889X_1985-04-01_01_092.tcf.xml-3-8	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.3729678690433502
abbauen	2532889X_1985-04-01_01_092.tcf.xml-3-8	wanderley_bauconstructionslehre02_1878-4577-74	4.0	0.905214786529541
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	2532889X_1987-01-17_01_199.tcf.xml-9-48	2.0	0.28426581621170044
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1951_03_06_01_203.tcf.xml-16-13	2.0	0.24014952778816223
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1960_06_26_01_343.tcf.xml-20-8	4.0	0.7258361577987671
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1976_01_10_01_404.tcf.xml-4-28	2.0	0.2644040882587433
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1981_11_21_01_345.tcf.xml-78-47	1.5	0.2646089196205139
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1985_11_09_01_212.tcf.xml-19-13	4.0	0.7598299980163574
abbauen	2532889X_1986-03-08_01_151.tcf.xml-14-10	polenz_buettnerbauer_1895-6066-22	4.0	0.7638649940490723
abbauen	2532889X_1987-01-17_01_199.tcf.xml-9-48	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.9136634469032288
abbauen	2532889X_1987-01-17_01_199.tcf.xml-9-48	26120215_1988_07_06_01_125.tcf.xml-3-19	1.0	0.3453395366668701
abbauen	2532889X_1987-01-17_01_199.tcf.xml-9-48	polenz_buettnerbauer_1895-6066-22	2.0	0.4223429560661316
abbauen	2532889X_1987-01-17_01_199.tcf.xml-9-48	silberer_traber_1883-600-30	1.5	0.2847186028957367
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1948_03_05_01_025.tcf.xml-8-27	4.0	0.9356810450553894
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1950_06_22_01_023.tcf.xml-7-21	4.0	0.8633905053138733
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1957_06_23_02_011.tcf.xml-10-5	1.0	0.32648372650146484
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1976_01_10_01_404.tcf.xml-4-28	4.0	0.8129385709762573
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1977_01_07_01_140.tcf.xml-8-18	4.0	0.8792650699615479
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1977_12_19_01_093.tcf.xml-19-14	2.0	0.32950887084007263
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1990_05_03_01_342.tcf.xml-390-28	4.0	0.986968994140625
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	becker_arbeiter_1860-165-24	1.5	0.4058884382247925
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	ledebur_eisenhuettenkunde_1884-6302-29	2.0	0.3660956621170044
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	ledebur_eisenhuettenkunde_1884-6688-5	2.0	0.3899831771850586
abbauen	2532889X_1990-05-16_01_087.tcf.xml-235-35	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.4194526672363281
abbauen	2532889X_1990-08-09_01_135.tcf.xml-199-36	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.22592344880104065
abbauen	2532889X_1990-08-09_01_135.tcf.xml-199-36	munzinger_japaner_1898-448-4	1.0	0.34074246883392334
abbauen	26120215_1948_02_17_01_187.tcf.xml-17-32	dronke_polizeigeschichten_1846-1549-12	1.0	0.4384835660457611
abbauen	26120215_1948_02_17_01_187.tcf.xml-17-32	ledebur_eisenhuettenkunde_1884-5694-22	1.5	0.37888044118881226
abbauen	26120215_1948_03_05_01_025.tcf.xml-8-27	boerne_paris03_1833-917-12	1.0	0.348427951335907
abbauen	26120215_1948_10_07_01_023.tcf.xml-7-19	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.806908369064331
abbauen	26120215_1950_06_22_01_023.tcf.xml-7-21	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.2096090018749237
abbauen	26120215_1951_03_06_01_203.tcf.xml-16-13	26120215_1960_07_17_01_533.tcf.xml-19-26	2.0	0.30538302659988403
abbauen	26120215_1951_03_06_01_203.tcf.xml-16-13	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.21055418252944946
abbauen	26120215_1951_03_06_01_203.tcf.xml-16-13	wanderley_bauconstructionslehre02_1878-2114-50	2.0	0.33955127000808716
abbauen	26120215_1952_10_16_01_166.tcf.xml-5-13	polenz_buettnerbauer_1895-6066-22	4.0	0.6857849359512329
abbauen	26120215_1952_10_16_01_166.tcf.xml-5-13	wanderley_bauconstructionslehre02_1878-4577-74	4.0	0.6356180906295776
abbauen	26120215_1957_06_23_02_011.tcf.xml-10-5	26120215_1967_07_24_01_017.tcf.xml-11-13	4.0	0.9008784294128418
abbauen	26120215_1957_06_23_02_011.tcf.xml-10-5	wanderley_bauconstructionslehre02_1878-4577-74	1.5	0.7690514326095581
abbauen	26120215_1960_06_26_01_343.tcf.xml-20-8	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.2820902466773987
abbauen	26120215_1960_07_17_01_533.tcf.xml-19-26	26120215_1966_08_24_01_105.tcf.xml-13-10	3.5	0.7091251015663147
abbauen	26120215_1960_07_17_01_533.tcf.xml-19-26	26120215_1985_11_09_01_212.tcf.xml-19-13	4.0	0.8100088834762573
abbauen	26120215_1962_04_15_01_322.tcf.xml-28-12	26120215_1966_08_24_01_105.tcf.xml-13-10	3.0	0.46291202306747437
abbauen	26120215_1963_10_03_01_130.tcf.xml-21-10	26120215_1990_05_03_01_342.tcf.xml-390-28	4.0	0.9154211282730103
abbauen	26120215_1965_02_07_01_253.tcf.xml-14-17	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.2696800231933594
abbauen	26120215_1965_02_07_01_253.tcf.xml-14-17	menzel_maurer_1847-4284-5	4.0	0.7861691117286682
abbauen	26120215_1965_02_07_01_253.tcf.xml-14-17	wanderley_bauconstructionslehre02_1878-4577-74	3.5	0.7877295613288879
abbauen	26120215_1965_08_08_01_392.tcf.xml-2-25	26120215_1976_01_10_01_404.tcf.xml-4-28	2.0	0.23670336604118347
abbauen	26120215_1965_08_08_01_392.tcf.xml-2-25	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.2814341187477112
abbauen	26120215_1965_10_13_01_228.tcf.xml-9-14	ledebur_eisenhuettenkunde_1884-5694-22	3.0	0.519260585308075
abbauen	26120215_1965_10_20_01_060.tcf.xml-30-26	26120215_1978_08_10_01_344.tcf.xml-18-16	2.0	0.3916948437690735
abbauen	26120215_1965_10_20_01_060.tcf.xml-30-26	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.4034298062324524
abbauen	26120215_1966_04_06_01_057.tcf.xml-11-27	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.5525007247924805
abbauen	26120215_1966_05_07_01_285.tcf.xml-15-13	26120215_1978_03_18_01_155.tcf.xml-9-13	1.5	0.3349978029727936
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1967_07_24_01_017.tcf.xml-11-13	1.5	0.5269128680229187
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1968_09_12_01_045.tcf.xml-40-9	2.0	0.23856395483016968
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1970_01_06_01_071.tcf.xml-12-12	1.0	0.508842945098877
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1970_03_13_01_318.tcf.xml-6-20	2.0	0.2385539710521698
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1971_04_18_01_468.tcf.xml-8-12	4.0	0.8173630833625793
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1973_03_06_01_146.tcf.xml-54-10	2.0	0.18465065956115723
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1974_02_26_01_130.tcf.xml-6-47	2.0	0.2403535544872284
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1977_11_17_01_092.tcf.xml-6-8	4.0	0.5742554664611816
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1977_12_24_01_142.tcf.xml-27-41	4.0	0.5560046434402466
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1979_05_26_01_341.tcf.xml-15-24	4.0	0.8694199323654175
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1981_11_21_01_345.tcf.xml-78-47	2.0	0.22403967380523682
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1987_11_19_01_144.tcf.xml-14-13	4.0	0.590720534324646
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-12929-25	3.5	0.72878497838974
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-14941-36	4.0	0.723534107208252
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-5694-22	3.0	0.5557803511619568
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-5879-22	4.0	0.8269245624542236
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-6299-15	4.0	0.7555456161499023
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	menzel_maurer_1847-4284-5	4.0	0.6954457759857178
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	strauss_jesus02_1836-788-64	1.0	0.550585150718689
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre01_1877-1292-25	4.0	0.8494481444358826
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre01_1877-2488-7	4.0	0.8543814420700073
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre02_1878-1492-27	4.0	0.8351302146911621
abbauen	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre02_1878-4577-74	4.0	0.6449860334396362
abbauen	26120215_1967_01_05_01_196.tcf.xml-22-17	26120215_1977_11_17_01_092.tcf.xml-6-8	4.0	0.6964200139045715
abbauen	26120215_1967_01_05_01_196.tcf.xml-22-17	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.3430682420730591
abbauen	26120215_1967_01_05_01_196.tcf.xml-22-17	ledebur_eisenhuettenkunde_1884-1403-11	4.0	0.8599165678024292
abbauen	26120215_1967_01_05_01_196.tcf.xml-22-17	wanderley_bauconstructionslehre02_1878-4577-74	4.0	0.7741302847862244
abbauen	26120215_1967_06_17_01_056.tcf.xml-9-32	26120215_1978_03_18_01_155.tcf.xml-9-13	3.0	0.8994600772857666
abbauen	26120215_1967_06_17_01_056.tcf.xml-9-32	26120215_1990_05_03_01_342.tcf.xml-390-28	3.0	0.9394233226776123
abbauen	26120215_1967_06_17_01_056.tcf.xml-9-32	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.4236680865287781
abbauen	26120215_1967_08_12_01_019.tcf.xml-5-30	26120215_1984_06_19_01_036.tcf.xml-17-20	4.0	0.9480422139167786
abbauen	26120215_1967_08_12_01_019.tcf.xml-5-30	polenz_buettnerbauer_1895-6066-22	2.0	0.44938960671424866
abbauen	26120215_1967_08_12_01_019.tcf.xml-5-30	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.4822995066642761
abbauen	26120215_1968_09_12_01_045.tcf.xml-40-9	polenz_buettnerbauer_1895-6066-22	2.0	0.43928009271621704
abbauen	26120215_1970_01_06_01_071.tcf.xml-12-12	wanderley_bauconstructionslehre02_1878-2114-50	1.0	0.7371124625205994
abbauen	26120215_1970_03_13_01_318.tcf.xml-6-20	26120215_1987_11_19_01_144.tcf.xml-14-13	2.0	0.396024227142334
abbauen	26120215_1971_11_22_01_086.tcf.xml-5-34	ledebur_eisenhuettenkunde_1884-1403-11	2.0	0.3738234043121338
abbauen	26120215_1971_11_22_01_086.tcf.xml-5-34	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.3934312164783478
abbauen	26120215_1972_04_12_01_301.tcf.xml-3-19	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.4467070996761322
abbauen	26120215_1973_03_06_01_146.tcf.xml-54-10	26120215_1977_12_19_01_093.tcf.xml-19-14	1.5	0.2841944694519043
abbauen	26120215_1973_11_23_01_280.tcf.xml-63-27	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.3367360234260559
abbauen	26120215_1974_02_26_01_130.tcf.xml-6-47	polenz_buettnerbauer_1895-6066-22	2.0	0.42140060663223267
abbauen	26120215_1976_01_10_01_404.tcf.xml-4-28	26120215_1981_12_28_01_020.tcf.xml-5-27	4.0	0.9084994792938232
abbauen	26120215_1976_01_10_01_404.tcf.xml-4-28	26120215_1984_06_19_01_036.tcf.xml-17-20	4.0	0.7917851805686951
abbauen	26120215_1976_01_10_01_404.tcf.xml-4-28	beck_eisen02_1895-16179-3	2.0	0.3376660943031311
abbauen	26120215_1976_01_10_01_404.tcf.xml-4-28	dickens_weihnachtsabend_1844-903-11	1.5	0.3585755228996277
abbauen	26120215_1976_01_10_01_404.tcf.xml-4-28	ledebur_eisenhuettenkunde_1884-1403-11	2.0	0.36185604333877563
