lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
stroke_vb	vvg	1856	1	fic_1856_5515.txt-2860-9	 	and he gazed about him with evident satisfaction, stroking the hounds that loved to wander from their young master's presence to the sunny room, where there was always a kind word and a gentle pat for them. "	50:58	0:208	and he gazed about him with evident satisfaction , stroking the hounds that loved to wander from their young master 's presence to the sunny room , where there was always a kind word and a gentle pat for them . "	9	0:42	and he gaze about him with evident satisfaction , stroke the hound that love to wander from their young master 's presence to the sunny room , where there be always a kind word and a gentle pat for them . "	cc pphs1 vvd ii ppho1 iw jj nn1 y vvg at nn2 cst vvd to vvi ii appge jj nn1 ge nn1 ii at jj nn1 y cs_rrq ex vbdz rr at1 nn1_jj@ nn1 cc at1 jj nn1 if ppho2 y "
stroke_vb	vvd	1858	1	fic_1858_9768.txt-1491-6	 	As he said this, he stroked down his respectable and kindly-looking locks, behind, and took his homely pipe. "	20:27	0:110	As he said this , he stroked down his respectable and kindly-looking locks , behind , and took his homely pipe . "	6	0:23	as he say this , he stroke down his respectable and kindly-looking lock , behind , and take his homely pipe . "	csa pphs1 vvd dd1 y pphs1 vvd rp appge jj cc jj nn2 y rl@_ii y cc vvd appge jj nn1 y "
stroke_vb	vv0_nn1	1853	1	fic_1853_9069.txt-154-11	 	When his doom the Captive heareth, How thy summons, stroke on stroke, Tells the fatal moment neareth, Sounding like the heavy stroke Distant heard ere falls the oak!	52:58	0:165	When his doom the Captive heareth , How thy summons , stroke on stroke , Tells the fatal moment neareth , Sounding like the heavy stroke Distant heard ere falls the oak !	11	0:33	when his doom the captive heareth , how thy summons , stroke on stroke , tell the fatal moment neareth , sound like the heavy stroke distant hear ere fall the oak !	cs appge nn1 at nn1 vvz y rrq appge nn1 y vv0_nn1 ii nn1 y vvz at jj nn1 nn1_<sub> y vvg ii at jj nn1 jj vvn_vvd rl vvz at nn1 !
stroke_vb	vvg	1853	1	fic_1853_1196.txt-1649-9	 	" Looks are nothing, " replied Edward, stroking his beard.	39:47	0:58	" Looks are nothing , " replied Edward , stroking his beard .	9	0:13	" look be nothing , " reply edward , stroke his beard .	" nn2@ vbr pn1 y " vvd np1 y vvg appge nn1 y
stroke_vb	vvg	1852	1	fic_1852_2751.txt-3242-9	 	Mrs. Landholm was silent a minute or two, stroking Winifred's head and kissing her. "	42:50	0:85	Mrs. Landholm was silent a minute or two , stroking Winifred 's head and kissing her . "	9	0:18	mrs.- landholm be silent a minute or two , stroke winifred 's head and kiss her . "	nnb np1_<sub> vbdz jj at1 nnt1 cc mc y vvg np1 ge nn1 cc vvg ppho1 y "
stroke_vb	vv0_nn1	1853	1	fic_1853_9158.txt-3583-2	 	Stroke after stroke the heavy bells rang midnight, and it seemed, to each of those excited minds, as though an age elapsed between each	13:19	0:135	Stroke after stroke the heavy bells rang midnight , and it seemed , to each of those excited minds , as though an age elapsed between each	2	0:27	stroke after stroke the heavy bell ring midnight , and it seem , to each of those excite mind , as though an age elapse between each	vv0_nn1 rt%_ii_cs vv0_nn1 at jj nn2 vvd nnt1 y cc pph1 vvd y ii dd1 io dd2 jj nn2 y cs21 cs22 at1 nn1 vvn_vvd ii dd1
stroke_vb	vvg	1823	1	fic_1823_7242.txt-6474-41	 	If so, it is probable that Fulton's alphabet may be traced, to his having scalded himself, some time or other, with the steam of a tea-pot -- and that of Franklin, to a practice of stroking back the hair of cats, in a dark entry -- or some other, equally rational, or philosophical pastime.	181:189	0:290	If so , it is probable that Fulton 's alphabet may be traced , to his having scalded himself , some time or other , with the steam of a tea-pot -- and that of Franklin , to a practice of stroking back the hair of cats , in a dark entry -- or some other , equally rational , or philosophical pastime .	41	0:64	if so , it be probable that fulton 's alphabet may be trace , to his have scald himself , some time or other , with the steam of a tea-pot -- and that of franklin , to a practice of stroke back the hair of cat , in a dark entry -- or some other , equally rational , or philosophical pastime .	cs rr y pph1 vbz jj cst np1 ge nn1 vm vbi vvn y ii appge vhg vvn ppx1 y dd nnt1 cc jj_nn1@ y iw at nn1 io at1 nn1 z cc dd1 io np1 y ii at1 nn1 io vvg rp at nn1 io nn2 y ii at1 jj_nn1 nn1 z cc dd jj_nn1@ y rr jj y cc jj nn1 y
stroke_vb	vvg	1852	1	fic_1852_2751.txt-9541-10	 	-- " " Poor Winnie, " said her brother stroking her hair, -- " you haven't seen it in a good while. "	39:47	0:101	-- " " Poor Winnie , " said her brother stroking her hair , -- " you have n't seen it in a good while . "	10	0:27	-- " " poor winnie , " say her brother stroke her hair , -- " you have n't see it in a good while . "	z " " jj np1 y " vvd appge nn1 vvg appge nn1 y z " ppy vh0 xx vvn pph1 ii_rp@ at1 jj nnt1 y "
stroke_vb	vvg	1838	1	nf_1838_747482.txt-720-57	 	If you see, for instance, a pretty woman alone, with her curry companion, you can just walk on, " commercing with the skies " till the lady gets one side of you and the dog the other; this will give you the opportunity of begging her pardon, of patting and stroking the dog a little; it may break the ice toward an acquaintance; or, if the place be convenient to fall, you had better let her trip you up, and then she will be very sorry.	257:265	0:437	If you see , for instance , a pretty woman alone , with her curry companion , you can just walk on , " commercing with the skies " till the lady gets one side of you and the dog the other ; this will give you the opportunity of begging her pardon , of patting and stroking the dog a little ; it may break the ice toward an acquaintance ; or , if the place be convenient to fall , you had better let her trip you up , and then she will be very sorry .	57	0:99	if you see , for instance , a pretty woman alone , with her curry companion , you can just walk on , " commercing with the sky " till the lady get one side of you and the dog the other ; this will give you the opportunity of beg her pardon , of pat and stroke the dog a little ; it may break the ice toward an acquaintance ; or , if the place be convenient to fall , you have better let her trip you up , and then she will be very sorry .	cs ppy vv0 y rex21 rex22 y at1 jj nn1 rr_jj y iw appge nn1 nn1 y ppy vm rr vvi rp@ y " vvg_<sub> iw at nn2 " ii_cs at nn1 vvz mc1 nn1 io ppy cc at nn1 at jj_nn1@ y dd1 vm vvi ppy at nn1 io vvg appge nn1 y io vvg_nn1@ cc vvg at nn1 rr21 rr22 y pph1 vm vvi at nn1 ii at1 nn1 y cc y cs at nn1 vbi jj to vvi y ppy vhd rrr vvi appge nn1 ppy rp y cc rt pphs1 vm vbi rg jj y
stroke_vb	vvz_nn2	1855	1	fic_1855_602.txt-1945-5	 	But now there were twelve strokes to be sounded by the bell of the clock; and thus it happened, perhaps, that more of thought crept, with more of time, into the meditations of the thoughtful among those who revelled.	26:33	0:216	But now there were twelve strokes to be sounded by the bell of the clock ; and thus it happened , perhaps , that more of thought crept , with more of time , into the meditations of the thoughtful among those who revelled .	5	0:45	but now there be twelve stroke to be sound by the bell of the clock ; and thus it happen , perhaps , that more of think creep , with more of time , into the meditation of the thoughtful among those who revel .	ccb rt ex vbdr mc vvz_nn2 to vbi vvn ii at nn1 io at nn1 y cc rr pph1 vvd y rr y cst_dd1 dar io nn1 vvd y iw dar io nnt1 y ii at nn2 io at jj ii dd2 pnqs vvd y
stroke_vb	vv0_nn1	1851	1	mag_1851_566048.txt-412-13	 	But soon after, death entered his household, and in succeeding years stroke after stroke of affliction came upon him.	69:75	0:117	But soon after , death entered his household , and in succeeding years stroke after stroke of affliction came upon him .	13	0:22	but soon after , death enter his household , and in succeeding year stroke after stroke of affliction come upon him .	ccb rr cs y nn1 vvd_vvn appge nn1 y cc ii jj nnt2 vv0_nn1 ii_cs nn1 io nn1 vvd ii ppho1 y
stroke_vb	vv0	1833	1	nf_1833_747463.txt-2204-17	 	As the doctor spoke the bell, soothed by a lull of the storm, rang slowly stroke by stroke; and its intermitting toll seemed to testify to the truth of the old man's words.	74:80	0:172	As the doctor spoke the bell , soothed by a lull of the storm , rang slowly stroke by stroke ; and its intermitting toll seemed to testify to the truth of the old man 's words .	17	0:38	as the doctor speak the bell , soothe by a lull of the storm , ring slowly stroke by stroke ; and its intermitting toll seem to testify to the truth of the old man 's word .	ii_csa at nn1 vvd at nn1 y vvn ii at1 nn1 io at nn1 y vvd rr vv0 ii nn1 y cc appge jj@_nn1@ nn1 vvd to vvi ii at nn1 io at jj nn1 ge nn2 y
stroke_vb	vvz_nn2	1853	1	nf_1853_765349.txt-1635-36	 	Philip often visited Cambiaso while at work, and one day remarking that the head of St. Anne among the blessed was too youthful, the painter replied by seizing his pencil, and with four strokes so seamed the face with wrinkles, and so entirely altered its air, that the royal critic once more " remained stupid, " hardly knowing whether he had judged amiss, or the change had been effected by magic.	186:193	0:399	Philip often visited Cambiaso while at work , and one day remarking that the head of St. Anne among the blessed was too youthful , the painter replied by seizing his pencil , and with four strokes so seamed the face with wrinkles , and so entirely altered its air , that the royal critic once more " remained stupid , " hardly knowing whether he had judged amiss , or the change had been effected by magic .	36	0:79	philip often visit cambiaso while at work , and one day remark that the head of <nul> anne among the bless be too youthful , the painter reply by seize his pencil , and with four stroke so seam the face with wrinkle , and so entirely alter its air , that the royal critic once more " remain stupid , " hardly know whether he have judge amiss , or the change have be effect by magic .	np1 rr vvd np1_nn1 cs ii nn1 y cc mc1 nnt1 vvg cst at nn1 io np1 np1 ii at jj vbdz rg jj y at nn1 vvd ii vvg appge nn1 y cc iw mc vvz_nn2 rr vvd at nn1 iw nn2 y cc rg_rr rr vvd_vvn appge nn1 y cst at jj nn1 rr21 rr22 " vvd_vvn jj y " rr vvg csw pphs1 vhd vvn rr y cc at nn1 vhd vbn vvn ii nn1_jj y
stroke_vb	vvi	1828	1	fic_1828_8204.txt-680-10	 	Attempt to lead him with a silken string, To stroke his bristled mane and gaily pat His iron scales?	45:51	0:100	Attempt to lead him with a silken string , To stroke his bristled mane and gaily pat His iron scales ?	10	0:21	attempt to lead him with a silken string , to stroke his bristle mane and gaily pat his iron scale ?	vv0 to vvi ppho1 iw at1 jj nn1 y to vvi appge jj@ nn1 cc rr vv0 appge nn1 nn2 y
stroke_vb	vvd	1835	1	fic_1835_7016.txt-84-4	 	As he looked he stroked his beard, and muttered, addressing himself to the hunchback, " Harkee, Najara, man!	16:23	0:108	As he looked he stroked his beard , and muttered , addressing himself to the hunchback , " Harkee , Najara , man !	4	0:24	as he look he stroke his beard , and mutter , address himself to the hunchback , " harkee , najara , man !	csa pphs1 vvd pphs1 vvd appge nn1 y cc vvd y vvg ppx1 ii at nn1 y " np1_<sub> y np1_<sub> y nn1 !
stroke_vb	vvg	1860	1	fic_1860_9188.txt-2217-21	 	There can be none; for I have seen fine beaux use their castors as if they were pet kittens, stroking down and stroking down the soft fur with affectionate endearment, as if it were a baby, tapping and smoothing its glossy crown, as if it were a fan, with which to cool their be-whiskered faces, or a	93:101	0:300	There can be none ; for I have seen fine beaux use their castors as if they were pet kittens , stroking down and stroking down the soft fur with affectionate endearment , as if it were a baby , tapping and smoothing its glossy crown , as if it were a fan , with which to cool their be-whiskered faces , or a	21	0:64	there can be none ; for i have see fine beaux use their castor as if they be pet kitten , stroke down and stroke down the soft fur with affectionate endearment , as if it be a baby , tap and smooth its glossy crown , as if it be a fan , with which to cool their be-whiskered face , or a	ex vm vbi pn y cs ppis1 vh0 vvn jj nn2 vv0 appge nn2 cs21 cs22 pphs2 vbdr jj@ nn2 y vvg rp cc vvg rp_ii@ at jj nn1 iw jj nn1 y cs21 cs22 pph1 vbdr at1 nn1 y vvg cc vvg appge jj nn1 y cs21 cs22 pph1 vbdr at1 nn1 y iw ddq to vvi appge jj_<sub> nn2 y cc at1
stroke_vb	vvg	1853	1	fic_1853_9805.txt-1013-11	 	" Yes, indeed, " said her aunt, fondly stroking her head. "	39:47	0:59	" Yes , indeed , " said her aunt , fondly stroking her head . "	11	0:16	" yes , indeed , " say her aunt , fondly stroke her head . "	" uh y rr y " vvd appge nn1 y rr vvg appge nn1 y "
stroke_vb	vvz_nn2	1853	1	fic_1853_3819.txt-945-17	 	The first thing that attracted their attention was the sound of a bell, which struck four strokes very distinctly, and in a very peculiar manner, near where the helmsman stood in steering the ship.	90:97	0:197	The first thing that attracted their attention was the sound of a bell , which struck four strokes very distinctly , and in a very peculiar manner , near where the helmsman stood in steering the ship .	17	0:38	the first thing that attract their attention be the sound of a bell , which strike four stroke very distinctly , and in a very peculiar manner , near where the helmsman stand in steer the ship .	at md nn1 cst vvd appge nn1 vbdz at nn1 io at1 nn1 y ddq vvd mc vvz_nn2 rg rr y cc ii at1 rg jj nn1 y rl_ii_vv0@ cs_rrq at nn1 vvd ii_rp@ vvg at nn1 y
stroke_vb	vvd	1857	1	fic_1857_9075.txt-4884-54	 	Gathering her skirts lightly in her hand, -- they were not so long as to interfere materially with her walking, -- she came tripping up to the door, but did not appear to be in haste, for seeing the children, she paused in evident surprise, stooped down and stroked the head of Harry's dog, with which they were playing, and asked them a few questions, to which, however, she failed to obtain satisfactory answers.	258:265	0:414	Gathering her skirts lightly in her hand , -- they were not so long as to interfere materially with her walking , -- she came tripping up to the door , but did not appear to be in haste , for seeing the children , she paused in evident surprise , stooped down and stroked the head of Harry 's dog , with which they were playing , and asked them a few questions , to which , however , she failed to obtain satisfactory answers .	54	0:87	gather her skirt lightly in her hand , -- they be not so long as to interfere materially with her walk , -- she come trip up to the door , but do not appear to be in haste , for see the child , she pause in evident surprise , stoop down and stroke the head of harry 's dog , with which they be play , and ask them a few question , to which , however , she fail to obtain satisfactory answer .	vvg appge nn2 rr ii appge nn1 y z pphs2 vbdr xx rg rr_jj csa to vvi rr iw appge_ppho1 nn1_vvg y z pphs1 vvd vvg ii21 ii22 at nn1 y ccb vdd xx vvi to vbi ii nn1 y if vvg at nn2 y pphs1 vvd ii_rp@ jj nn1 y vvd rp cc vvd at nn1 io np1 ge nn1 y iw ddq pphs2 vbdr vvg y cc vvd ppho2 at1 da2 nn2 y ii ddq y rr y pphs1 vvd to vvi jj nn2 y
stroke_vb	vvd	1849	1	fic_1849_2605.txt-1700-19	 	Jane, encouraged by this evidence of docility, put her hand on the animal's neck, and stroked his long head gently with her hand, while Neddy gathered handful after handful of hay, and stood close by the mouth of the old horse, as he ate it with the air of one who enjoyed himself.	86:93	0:281	Jane , encouraged by this evidence of docility , put her hand on the animal 's neck , and stroked his long head gently with her hand , while Neddy gathered handful after handful of hay , and stood close by the mouth of the old horse , as he ate it with the air of one who enjoyed himself .	19	0:61	jane , encourage by this evidence of docility , put her hand on the animal 's neck , and stroke his long head gently with her hand , while neddy gather handful after handful of hay , and stand close by the mouth of the old horse , as he eat it with the air of one who enjoy himself .	np1 y vvn ii dd1 nn1 io nn1 y vvd_vv0 appge nn1 ii at nn1 ge nn1 y cc vvd appge jj nn1 rr iw appge nn1 y cs np1 jj_vvd nn1 ii_cs nn1 io nn1 y cc vvd jj_rr@ ii at nn1 io at jj nn1 y csa pphs1 vvd pph1 iw at nn1 io pn1 pnqs vvd ppx1 y
stroke_vb	vvi	1841	1	fic_1841_8303.txt-315-28	 	But stern disease his footstep staid, And down the woodman's axe he laid -- The fever-flame was high; No more the forest fear'd his stroke, He fell, as falls the smitten oak, The emigrant must die.	132:138	0:197	But stern disease his footstep staid , And down the woodman 's axe he laid -- The fever-flame was high ; No more the forest fear 'd his stroke , He fell , as falls the smitten oak , The emigrant must die .	28	0:44	but stern disease his footstep staid , and down the woodman 's axe he lay -- the fever-flame be high ; no more the forest fear have his stroke , he fall , as fall the smite oak , the emigrant must die .	ccb jj nn1 appge nn1 jj y cc rp_ii@ at nn1 ge nn1 pphs1 vvd z at nn1_<sub> vbdz jj y at rrr_dar at nn1 nn1 vhd appge vvi y pphs1 vvd y csa vvz at vvn nn1 y at nn1 vm vvi y
stroke_vb	vvg	2003	2	fic_2003_29392.txt-324-0	 	Stroking its great fierce head, he lifted the heavy antennae, still moist and curled, and let the creature taste the flavor of his skin until it was entirely under his command.	0:8	0:176	Stroking its great fierce head , he lifted the heavy antennae , still moist and curled , and let the creature taste the flavor of his skin until it was entirely under his command .	0	0:35	stroke its great fierce head , he lift the heavy antenna , still moist and curl , and let the creature taste the flavor of his skin until it be entirely under his command .	vvg appge jj jj nn1 y pphs1 vvd at jj nn2 y rr jj cc vvd_jj_vvn y cc vv0 at nn1 vvi at nn1 io appge nn1 cs pph1 vbdz rr ii appge nn1 y
stroke_vb	vvd_vvn@	1999	2	fic_1999_55556.txt-374-2	 	The attendants stroked and washed her hair with brewed nettles and poppy petals.	15:22	0:80	The attendants stroked and washed her hair with brewed nettles and poppy petals .	2	0:14	the attendant stroke and wash her hair with brew nettle and poppy petal .	at nn2 vvd_vvn@ cc vvd appge nn1 iw jj% nn2 cc nn1_jj@ nn2 y
stroke_vb	vvi	1996	2	fic_1996_41962.txt-293-10	 	You must stroke an animal as lightly as you'd stroke a hummingbird.	46:52	0:67	You must stroke an animal as lightly as you 'd stroke a hummingbird .	10	0:14	you must stroke an animal as lightly as you have stroke a hummingbird .	ppy vm vvi at1 nn1 rg rr csa ppy vm vvi at1 nn1 y
stroke_vb	vvz	1997	2	fic_1997_54633.txt-176-84	 	, than the voices advised her, those voices at last returned like water in the desert, like manna in the mouth, honey in the horn of self, warm hands to hold hers in the terror and the cold, cold as the body on the stones of Gethsemane, the waters running out, the casting of lots, the dark and the noise of the soldiers: that pain is for all its magnitude a kindly figure as it strokes and strokes her body with iron claws, claws as clear as water, bright and hopeful claws to claim her and make her their own: just she and the shape of God itself, hammered to the stones and flying wood. "	379:386	0:591	, than the voices advised her , those voices at last returned like water in the desert , like manna in the mouth , honey in the horn of self , warm hands to hold hers in the terror and the cold , cold as the body on the stones of Gethsemane , the waters running out , the casting of lots , the dark and the noise of the soldiers : that pain is for all its magnitude a kindly figure as it strokes and strokes her body with iron claws , claws as clear as water , bright and hopeful claws to claim her and make her their own : just she and the shape of God itself , hammered to the stones and flying wood . "	84	0:130	, than the voice advise her , those voice at last return like water in the desert , like manna in the mouth , honey in the horn of self , warm hand to hold hers in the terror and the cold , cold as the body on the stone of gethsemane , the water run out , the casting of lots , the dark and the noise of the soldier : that pain be for all its magnitude a kindly figure as it stroke and stroke her body with iron claw , claw as clear as water , bright and hopeful claw to claim her and make her their own : just she and the shape of god itself , hammer to the stone and fly wood . "	y csn at nn2 vvd_vvn ppho1 y dd2 nn2 rr21 rr22 vvn_vvd ii nn1 ii at nn1 y ii_jj@ nn1 ii at nn1 y nn1 ii at nn1 io nn1 y jj nn2 to vvi ppge ii at nn1 cc at nn1_jj y jj_nn1 ii_csa at nn1 ii at nn2 io np1 y at nn2 vvg rp y at nn1 io pn y at nn1_jj cc at nn1 io at nn2 y dd1 nn1 vbz if db appge nn1 at1 jj nn1 csa pph1 vvz cc vvz appge nn1 iw nn1 nn2 y nn2 rg jj_rr@ csa nn1 y jj cc jj nn2 to vvi ppho1 cc vvi ppho1 appge da y rr pphs1 cc at nn1 io np1 ppx1 y vvn_vvd ii at nn2 cc jj_vvg nn1 y "
stroke_vb	vvd	1993	2	fic_1993_1040081.txt-2631-8	 	Fighting to keep her breath even, she stroked the colt's neck. "	38:45	0:64	Fighting to keep her breath even , she stroked the colt 's neck . "	8	0:15	fight to keep her breath even , she stroke the colt 's neck . "	vvg_nn1 to vvi appge nn1 rr y pphs1 vvd at nn1 ge nn1 y "
stroke_vb	vvd	1998	2	fic_1998_43725.txt-175-22	 	Joel grabbed at her as she was about to pull on her jeans, pulled her back on the bed, and stroked her arm. "	91:98	0:109	Joel grabbed at her as she was about to pull on her jeans , pulled her back on the bed , and stroked her arm . "	22	0:27	joel grab at her as she be about to pull on her jean , pull her back on the bed , and stroke her arm . "	np1 vvd ii ppho1 csa pphs1 vbdz rpk to vvi ii_rp@ appge nn2 y vvd ppho1 rp ii at nn1 y cc vvd appge nn1 y "
stroke_vb	vvd	1962	2	fic_1962_10420.txt-7300-1	 	He stroked Yves ' forehead, stroked his hair. "	3:10	0:47	He stroked Yves ' forehead , stroked his hair . "	1	0:11	he stroke yves ' forehead , stroke his hair . "	pphs1 vvd np1 ge nn1 y vvd appge nn1 y "
stroke_vb	vvi	1996	2	fic_1996_41962.txt-293-2	 	You must stroke an animal as lightly as you'd stroke a hummingbird.	9:15	0:67	You must stroke an animal as lightly as you 'd stroke a hummingbird .	2	0:14	you must stroke an animal as lightly as you have stroke a hummingbird .	ppy vm vvi at1 nn1 rg rr csa ppy vm vvi at1 nn1 y
stroke_vb	vvg	2000	2	mag_2000_368013.txt-19-24	 	Everywhere there was Representative Tom DeLay, House Republican whip, chief money pumper and master of the revels, who spent the week stroking donors in a series of private vintage railway cars, which just happened to be the defining perk of the robber barons of the last Gilded Age.	134:142	0:283	Everywhere there was Representative Tom DeLay , House Republican whip , chief money pumper and master of the revels , who spent the week stroking donors in a series of private vintage railway cars , which just happened to be the defining perk of the robber barons of the last Gilded Age .	24	0:53	everywhere there be representative tom delay , house republican whip , chief money pumper and master of the revel , who spend the week stroke donor in a series of private vintage railway car , which just happen to be the defining perk of the robber baron of the last gilded age .	rl ex vbdz jj np1 nn1_vv0 y nn1_vv0@ nn1_jj@ nn1 y jj_nn1 nn1 nn1 cc nn1 io at vvz y pnqs vvd at nnt1 vvg nn2 ii at1 nn io jj nn1_jj@ nn1 nn2 y ddq rr vvd_vvn@ to vbi at jj@ nn1 io at nn1 nn2 io at md jj nn1 y
stroke_vb	vvg	2006	2	fic_2006_51533.txt-963-19	 	If I had thought ahead properly - " " You mustn't blame yourself, " said Chang, stroking the robot's lighted back. "	80:88	0:116	If I had thought ahead properly - " " You must n't blame yourself , " said Chang , stroking the robot 's lighted back . "	19	0:27	if i have think ahead properly - " " you must n't blame yourself , " say chang , stroke the robot be light back . "	cs ppis1 vhd vvn rl rr - " " ppy vm xx vvi ppx1 y " vvd np1_nn1 y vvg at nn1 vbz_vhz@_ge vvn_jj rp_nn1 y "
stroke_vb	vvd	2002	2	fic_2002_27767.txt-115-2	 	The woman stroked the dog's fur, digesting the information. "	10:17	0:61	The woman stroked the dog 's fur , digesting the information . "	2	0:13	the woman stroke the dog 's fur , digest the information . "	at nn1 vvd at nn1 ge nn1 y vvg at nn1 y "
stroke_vb	vv0	1998	2	mag_1998_401996.txt-70-1	 	Gently stroke thc lobe, maybe do a little soft blowing, " recommends Arava.	7:13	0:75	Gently stroke thc lobe , maybe do a little soft blowing , " recommends Arava .	1	0:16	gently stroke thc lobe , maybe do a little soft blow , " recommend arava .	rr vv0 nnu nn1 y rr vd0 rr21 rr22 jj nn1@ y " vvz np1_nn1@ y
stroke_vb	vvg	1997	2	fic_1997_54544.txt-108-11	 	Handsome Uncle Nestor examined his mustache in the rearview mirror, stroking with his forefinger the black lushness of hair on his lip, and navigated the automobile with the barest touch of the steering wheel with his left hand.	68:76	0:228	Handsome Uncle Nestor examined his mustache in the rearview mirror , stroking with his forefinger the black lushness of hair on his lip , and navigated the automobile with the barest touch of the steering wheel with his left hand .	11	0:41	handsome uncle nestor examine his mustache in the rearview mirror , stroke with his forefinger the black lushness of hair on his lip , and navigate the automobile with the bare touch of the steering wheel with his left hand .	jj nnb np1 vvd appge nn1 ii at nn1 nn1 y vvg iw appge jjr_nn1 at jj nn1 io nn1 ii appge nn1 y cc vvd at nn1 iw at jjt nn1 io at nn1 nn1 iw appge jj nn1 y
stroke_vb	vvd	1996	2	fic_1996_54493.txt-646-4	 	Caressed her lips, stroked her mouth with his tongue until he heard her breath quicken.	19:26	0:87	Caressed her lips , stroked her mouth with his tongue until he heard her breath quicken .	4	0:17	caress her lip , stroke her mouth with his tongue until he hear her breath quicken .	vvd_vvn appge nn2 y vvd appge nn1 iw appge nn1 cs pphs1 vvd ppho1 vvi vv0 y
stroke_vb	vvi	1991	2	fic_1991_53364.txt-207-9	 	Years ago, in secret, she used to stroke her own full breasts in her silk nursing nightgown.	34:40	0:92	Years ago , in secret , she used to stroke her own full breasts in her silk nursing nightgown .	9	0:20	year ago , in secret , she use to stroke her own full breast in her silk nursing nightgown .	nnt2 ra y ii nn1_jj y pphs1 vmk to vvi appge da jj nn2 ii appge nn1 nn1_jj_vvg nn1 y
stroke_vb	vvg	1977	2	fic_1977_10621.txt-5480-28	 	He became tender, kissing the soft skin on the nape of her neck, sniffing its fluffy hair, tasting the salty sweat, his fingers lightly stroking her temples.	136:144	0:157	He became tender , kissing the soft skin on the nape of her neck , sniffing its fluffy hair , tasting the salty sweat , his fingers lightly stroking her temples .	28	0:32	he become tender , kiss the soft skin on the nape of her neck , sniff its fluffy hair , taste the salty sweat , his finger lightly stroke her temple .	pphs1 vvd jj y vvg at jj nn1 ii at nn1 io appge nn1 y vvg appge jj nn1 y vvg at jj nn1 y appge nn2 rr vvg appge nn2 y
stroke_vb	vvd_vvn@	1999	2	nf_1999_774019.txt-255-20	 	When the water pig made her dawn and dusk appearances at camp, she'd almost purr // when getting stroked by men, but when women tried petting her, she kept inching away.	97:104	0:169	When the water pig made her dawn and dusk appearances at camp , she 'd almost purr // when getting stroked by men , but when women tried petting her , she kept inching away .	20	0:36	when the water pig make her dawn and dusk appearance at camp , she have almost purr // when get stroke by man , but when woman try pet her , she keep inch away .	cs at nn1 nn1 vvd_vvn appge_ppho1 nnt1 cc nnt1 nn2 ii nn1 y pphs1 vm rr vvi jj_nn1 cs vvg vvd_vvn@ ii nn2 y ccb rrq_cs nn2 vvd vvg ppho1 y pphs1 vvd vvg rl y
stroke_vb	vvz	1980	2	mag_1980_296529.txt-18-1	 	He strokes the astonished Adler's hair affectionately and then drinks the director's coffee.	3:10	0:92	He strokes the astonished Adler 's hair affectionately and then drinks the director 's coffee .	1	0:16	he stroke the astonish adler 's hair affectionately and then drink the director 's coffee .	pphs1 vvz at jj nn1_np1 ge nn1 rr cc rt vvz@ at nn1 ge nn1 y
stroke_vb	vvi	2003	2	fic_2003_47947.txt-201-7	 	She lets herself think about starting to stroke his stomach, right around his belly button, where there is a soft tuft of hair.	41:47	0:127	She lets herself think about starting to stroke his stomach , right around his belly button , where there is a soft tuft of hair .	7	0:26	she let herself think about start to stroke his stomach , right around his belly button , where there be a soft tuft of hair .	pphs1 vvz ppx1 vvi ii vvg to vvi appge nn1 y rr_nn1 ii_rp appge nn1 nn1 y cs_rrq ex vbz at1 jj nn1 io nn1 y
stroke_vb	vvg	2005	2	fic_2005_28779.txt-110-12	 	" It's not a trick, " she said, absentmindedly stroking his thighs, while he pointed his index finger and pretended to write with it across her breasts and then down across her abdomen. "	47:55	0:187	" It 's not a trick , " she said , absentmindedly stroking his thighs , while he pointed his index finger and pretended to write with it across her breasts and then down across her abdomen . "	12	0:39	" it be not a trick , " she say , absentmindedly stroke his thigh , while he point his index finger and pretend to write with it across her breast and then down across her abdomen . "	" pph1 vbz xx at1 nn1 y " pphs1 vvd y rr vvg appge nn2 y cs pphs1 vvd appge nn1 nn1 cc vvd to vvi iw pph1 ii appge nn2 cc rt rp ii appge nn1 y "
