lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NN	1964	2	2532889X_1964-02-29_01_128.tcf.xml-938-15	 	Dabei wurden häufig nicht die Leistungsveranlagung, die Nutzungs-und Altersgruppen sowie der Gesundheitszustand der Tiere, vor allem im Hinblick auf Tbk und Brucellose, beachtet.	116:121	0:178	Dabei wurden häufig nicht die Leistungsveranlagung , die Nutzungs- und Altersgruppen sowie der Gesundheitszustand der Tiere , vor allem im Hinblick auf Tbk und Brucellose , beachtet .	15	0:28	dabei werden häufig nicht d Leistungsveranlagung , d nutzungs- und Altersgruppe sowie d Gesundheitszustand d Tier , vor alle im Hinblick auf Tbk und Brucellose , beachten .	PAV VAFIN ADJD PTKNEG ART NN $, ART TRUNC KON NN KON ART NN ART NN $, APPR PIS APPRART NN APPR NE KON NE $, VVPP $.	
Tier	NN	1956	2	26120215_1956_07_01_02_250.tcf.xml-6-53	 	Eigentlich müßte Bärchen zu dieser Geburtstagsgratulation am 2. Juli einen ganzen Eisenbahnzug voll Blumen haben, denn nicht nur der Tierparkleitung, allen Pflegern und Wärtern will es seine Glückwünsche aussprechen, sondern auch all den vielen, vielen Berlinern, die durch ihren Fleiß halfen, den Tierpark aufzubauen und die vielen Tiere anzuschaffen.	333:338	0:352	Eigentlich müßte Bärchen zu dieser Geburtstagsgratulation am 2. Juli einen ganzen Eisenbahnzug voll Blumen haben , denn nicht nur der Tierparkleitung , allen Pflegern und Wärtern will es seine Glückwünsche aussprechen , sondern auch all den vielen , vielen Berlinern , die durch ihren Fleiß halfen , den Tierpark aufzubauen und die vielen Tiere anzuschaffen .	53	0:56	eigentlich müssen Bärchen zu diese Geburtstagsgratulation am 2. Juli eine ganz Eisenbahnzug voll Blume haben , denn nicht nur d Tierparkleitung , alle Pfleger und Wärter wollen es seine Glückwunsch aussprechen , sondern auch all d viel , viel Berlinern , die durch ihr Fleiß helfen , d Tierpark aufbauen und d viel Tier anschaffen .	ADV VMFIN NN APPR PDAT NN APPRART ADJA NN ART ADJA NN ADJD NN VAINF $, KON PTKNEG ADV ART NN $, PIAT NN KON NN VMFIN PPER PPOSAT NN VVINF $, KON ADV PIAT ART PIAT $, PIAT NN $, PRELS APPR PPOSAT NN VVFIN $, ART NN VVIZU KON ART PIAT NN VVIZU $.	
Tier	NN	1946	2	2532889X_1946-05-25_01_033.tcf.xml-74-30	 	Und als ich gerade um das Affenhaus bog, sah ich noch von ferne das Gitter, wo in glühender Sonnenhitze zweitausend Menschen geduldig vor einem großen Tümpel auf das Tier warteten, das jetzt schon 57 Minuten unter Wasser tauchte.	166:170	0:229	Und als ich gerade um das Affenhaus bog , sah ich noch von ferne das Gitter , wo in glühender Sonnenhitze zweitausend Menschen geduldig vor einem großen Tümpel auf das Tier warteten , das jetzt schon 57 Minuten unter Wasser tauchte .	30	0:42	und als ich gerade um d Affenhaus biegen , sehen ich noch von fern d Gitter , wo in glühend Sonnenhitze zweitausend Mensch geduldig vor eine groß Tümpel auf d Tier warten , die jetzt schon 57 Minute unter Wasser tauchen .	KON KOUS PPER ADV APPR ART NN VVFIN $, VVFIN PPER ADV APPR ADJA ART NN $, PWAV APPR ADJA NN CARD NN ADJD APPR ART ADJA NN APPR ART NN VVFIN $, PRELS ADV ADV CARD NN APPR NN VVFIN $.	
Tier	NN	1984	2	26120215_1984_07_17_01_243.tcf.xml-7-21	 	Selbst' als der Lada plätzlich aus der Spur ausbrach, weil augenscheinlich Kätzchens Kosereien Fahrers Sicht getrübt hatten, blieb das Tier auf seinem Platz.	135:139	0:157	Selbst' als der Lada plätzlich aus der Spur ausbrach , weil augenscheinlich Kätzchens Kosereien Fahrers Sicht getrübt hatten , blieb das Tier auf seinem Platz .	21	0:26	selbst' als d Lada platzlich aus d Spur ausbrechen , weil augenscheinlich Katzechen Kosereien Fahrer Sicht trüben haben , bleiben d Tier auf seine Platz .	XY KOUS ART NE ADJD APPR ART NN VVFIN $, KOUS ADJD NN NE NE NN VVPP VAFIN $, VVFIN ART NN APPR PPOSAT NN $.	
Tier	NN	1983	2	26120215_1983_06_09_01_303.tcf.xml-16-74	 	IrnTfnaqEP 16. Juni 1. Programm 9.25 Aktuelle Kamera 10.00 Gulliver im Land der Riesen Elektronisches Märchen des Ungarischen Fernsehens, frei nach Jonathan Swift 10.50 Wo das Abenteuer ruft Trassenreport 11.30 Sport vom Vorabend 12.15 Du und dein Haustier 12.40 Nachrichten 12.45 English for you (Kl. 8) 53. Sendung 16.05 Treffpunkt Kino 16.50 Medizin nach Noten 17.00 Nachrichten 17.10 Gewußt wie 17.15 Kinderfernsehen (ab 9 Jahre) mobil Pioniermagazin 18.00 Kleine Tiere ganz groß Englische Naturfilmserie „Schutztrachten der Falter 18.25 In Sachen Ordnung und Sicherheit 18.30 Dabei Programmtips 19.00 Alles, was Recht ist Zu Rechtsfragen des Alltags Mit Dr. Friedrich Wolff 20.00 Willi Schwabes Rumpelkammer 21.00 Facetten eines Diamanten Sowjetischer Dokumentarfilm über die Kasachische Sozialistische Sowjetrepublik 22.00 Sport am Abend Leichtathletik Schwimmen 22.50 Aktuelle Kamera 2. Programm 9.30 Geographie (6) 10.30 Heimatkunde (3) 11.50 Heimatkunde (4) 17.00 Sterne über dem Manöverfeld Fernsehfilm (m. U. 19.00 Glanz und Elend der Kurtisanen (1)	468:473	0:1060	IrnTfnaqEP 16. Juni 1. Programm 9.25 Aktuelle Kamera 10.00 Gulliver im Land der Riesen Elektronisches Märchen des Ungarischen Fernsehens , frei nach Jonathan Swift 10.50 Wo das Abenteuer ruft Trassenreport 11.30 Sport vom Vorabend 12.15 Du und dein Haustier 12.40 Nachrichten 12.45 English for you ( Kl. 8 ) 53. Sendung 16.05 Treffpunkt Kino 16.50 Medizin nach Noten 17.00 Nachrichten 17.10 Gewußt wie 17.15 Kinderfernsehen ( ab 9 Jahre ) mobil Pioniermagazin 18.00 Kleine Tiere ganz groß Englische Naturfilmserie „ Schutztrachten der Falter 18.25 In Sachen Ordnung und Sicherheit 18.30 Dabei Programmtips 19.00 Alles , was Recht ist Zu Rechtsfragen des Alltags Mit Dr. Friedrich Wolff 20.00 Willi Schwabes Rumpelkammer 21.00 Facetten eines Diamanten Sowjetischer Dokumentarfilm über die Kasachische Sozialistische Sowjetrepublik 22.00 Sport am Abend Leichtathletik Schwimmen 22.50 Aktuelle Kamera 2. Programm 9.30 Geographie ( 6 ) 10.30 Heimatkunde ( 3 ) 11.50 Heimatkunde ( 4 ) 17.00 Sterne über dem Manöverfeld Fernsehfilm ( m. U. 19.00 Glanz und Elend der Kurtisanen ( 1 )	74	0:165	Irntfnaqep 16. Juni 1. Programm 9.25 aktuell Kamera 10.00 Gulliver im Land d Riese elektronisch Märchen d ungarisch Fernsehen , frei nach Jonathan Swift 10.50 wo d Abenteuer rufen Trassenreport 11.30 Sport vom Vorabend 12.15 du und dein Haustier 12.40 Nachricht 12.45 english for you ( kl. 8 ) 53. Sendung 16.05 Treffpunkt Kino 16.50 Medizin nach Note 17.00 Nachricht 17.10 wissen wie 17.15 Kinderfernsehen ( ab 9 Jahr ) mobil Pioniermagazin 18.00 klein Tier ganz groß englisch Naturfilmserie „ Schutztracht d Falter 18.25 in Sache Ordnung und Sicherheit 18.30 dabei Programmtip 19.00 alle , was Recht sein zu Rechtsfrage d Alltag mit Doktor Friedrich Wolff 20.00 Willi Schwabe Rumpelkammer 21.00 Facette eine Diamant sowjetisch Dokumentarfilm über d kasachisch sozialistisch Sowjetrepublik 22.00 Sport am Abend Leichtathletik Schwimmen 22.50 aktuell Kamera 2. Programm 9.30 Geographie ( 6 ) 10.30 Heimatkunde ( 3 ) 11.50 Heimatkunde ( 4 ) 17.00 Stern über d Manöverfeld Fernsehfilm ( m. U. 19.00 Glanz und Elend d Kurtisane ( 1 )	NE ADJA NN ADJA NN CARD ADJA NN CARD NE APPRART NN ART NN ADJA NN ART ADJA NN $, ADJD APPR NE NE CARD PWAV ART NN VVFIN NN CARD NN APPRART NN CARD PPER KON PPOSAT NN CARD NN CARD FM FM FM $( XY CARD $( ADJA NN CARD NN NN CARD NN APPR NN CARD NN CARD VVPP KOKOM CARD NN $( APPR CARD NN $( ADJD NN CARD ADJA NN ADV ADJD ADJA NN $( NN ART NN CARD APPR NN NN KON NN CARD PAV NN CARD PIS $, PRELS NN VAFIN APPR NN ART NN APPR NN NE NE CARD NE NE NN CARD NN ART NN ADJA NN APPR ART ADJA ADJA NN CARD NN APPRART NN NN NN CARD ADJA NN ADJA NN CARD NN $( CARD $( CARD NN $( CARD $( CARD NN $( CARD $( CARD NN APPR ART NN NN $( FM NN CARD NN KON NN ART NN $( CARD $(	
Tier	NN	1978	2	2532889X_1978-09-22_01_134.tcf.xml-13-47	 	8.00 Walther von der Vogelweide 9.00 Pflanzen des Waldes; 10.05 DDR -fester Bestandteil der sozialistischen Staatengemeinschaft; 10.30 Pflanzen des Waldes; 11.05 Gesetz der Geschichte; 12.15 Von der Februarrevolution ^ lll Oktoberrevolution: 12.40 Kabale und Liebe; 16.45 Beschreibung mechanischer Bewegungen 17.15 Tiere des Waldes: 17.40 Was — wann — wo? 17.45 Nachrichten: 17.50 Unser Sandmännchen; 18.05 Waffenbrüderschaft 18.35 Stiller Mann unter der Geba: 19.00 Das Wochenend-Mosa k: 19.25 Das Wetter: 19.30 Aktuelle-Kamers 20.00 Alte Weisen vom Oybin; 2U.45 Krach im Hochhaus, Lustspiel; 22.10	315:320	0:599	8.00 Walther von der Vogelweide 9.00 Pflanzen des Waldes ; 10.05 DDR - fester Bestandteil der sozialistischen Staatengemeinschaft ; 10.30 Pflanzen des Waldes ; 11.05 Gesetz der Geschichte ; 12.15 Von der Februarrevolution ^ lll Oktoberrevolution : 12.40 Kabale und Liebe ; 16.45 Beschreibung mechanischer Bewegungen 17.15 Tiere des Waldes : 17.40 Was — wann — wo ? 17.45 Nachrichten : 17.50 Unser Sandmännchen ; 18.05 Waffenbrüderschaft 18.35 Stiller Mann unter der Geba : 19.00 Das Wochenend-Mosa k : 19.25 Das Wetter : 19.30 Aktuelle- Kamers 20.00 Alte Weisen vom Oybin ; 2U.45 Krach im Hochhaus , Lustspiel ; 22.10	47	0:100	8.00 Walther von d Vogelweide 9.00 Pflanze d Wald ; 10.05 DDR - fest Bestandteil d sozialistisch Staatengemeinschaft ; 10.30 Pflanze d Wald ; 11.05 Gesetz d Geschichte ; 12.15 von d Februarrevolution ^ lll Oktoberrevolution : 12.40 Kabale und Liebe ; 16.45 Beschreibung mechanisch Bewegung 17.15 Tier d Wald : 17.40 was — wann — wo ? 17.45 Nachricht : 17.50 unsere Sandmännchen ; 18.05 Waffenbruderschaft 18.35 Stiller Mann unter d Geba : 19.00 d Wochenend-Mosa K : 19.25 d Wetter : 19.30 Aktuelle- Kamer 20.00 alt Weise vom Oybin ; 2u.45 Krach im Hochhaus , Lustspiel ; 22.10	CARD NE APPR ART NN CARD NN ART NN $. CARD NE $( ADJA NN ART ADJA NN $. CARD NN ART NN $. CARD NN ART NN $. CARD APPR ART NN $( XY NN $. CARD NN KON NN $. CARD NN ADJA NN CARD NN ART NN $. CARD PWS $( PWAV $( PWAV $. CARD NN $. CARD PPOSAT NN $. CARD NN CARD NN NN APPR ART NE $. CARD ART NE NE $. CARD ART NN $. CARD NN NN CARD ADJA NN APPRART NN $. CARD NN APPRART NN $, NN $. CARD	
Tier	NN	1957	2	2532889X_1957-08-28_01_080.tcf.xml-12-13	 	Das waren „Die Arche Nora", „Keine Angst vor großen Tieren", » Unter den tausend Laternen", „Die Ehe des Dr. med. Danwitz", „Der Hauptmann von Köpenick" und nun der Film „Glucksritter".	52:58	0:185	Das waren „ Die Arche Nora " , „ Keine Angst vor großen Tieren " , » Unter den tausend Laternen " , „ Die Ehe des Dr. med. Danwitz " , „ Der Hauptmann von Köpenick " und nun der Film „ Glucksritter " .	13	0:46	die sein „ d Arche Nora " , „ keine Angst vor groß Tier " , » unter d tausend Laterne " , „ d Ehe d Doktor Med. Danwitz " , „ d Hauptmann von Köpenick " und nun d Film „ Glucksritter " .	PDS VAFIN $( ART NN NE $( $, $( PIAT NN APPR ADJA NN $( $, $( APPR ART CARD NN $( $, $( ART NN ART NN NN NE $( $, $( ART NN APPR NE $( KON ADV ART NN $( NN $( $.	
Tier	NN	1974	2	2532889X_1974-07-30_01_160.tcf.xml-3-7	 	Proben in der' Manege, Dressurarbeit mit Tieren und vieles andere sind zu sehen.	41:47	0:80	Proben in der' Manege , Dressurarbeit mit Tieren und vieles andere sind zu sehen .	7	0:15	Probe in Der' Manege , Dressurarbeit mit Tier und vieles andere sein zu sehen .	NN APPR NE NN $, NN APPR NN KON PIS PIS VAFIN PTKZU VVINF $.	
Tier	NN	1979	2	26120215_1979_10_25_01_037.tcf.xml-5-23	 	Es besitzt u. a. die wissenschaftlich wertvollste Rüsselkäfersammlung und eine der größten Laufkäfersammlungen der Welt, eine bedeutende Vogelsammlung sowie viele jetzt ausgestorbene Tiere.	183:188	0:189	Es besitzt u. a. die wissenschaftlich wertvollste Rüsselkäfersammlung und eine der größten Laufkäfersammlungen der Welt , eine bedeutende Vogelsammlung sowie viele jetzt ausgestorbene Tiere .	23	0:25	es besitzen u. a. d wissenschaftlich wertvoll Rüsselkäfersammelung und eine d groß Laufkäfersammelung d Welt , eine bedeutend Vogelsammelung sowie viel jetzt ausgesterben Tier .	PPER VVFIN APPR PIS ART ADJD ADJA NN KON ART ART ADJA NN ART NN $, ART ADJA NN KON PIAT ADV ADJA NN $.	
Tier	NN	1951	2	26120215_1951_09_01_01_049.tcf.xml-9-14	 	Bei der sowjetischen Akademie der Wissenschaften gibt es das „Sewerzow-Institut für Morphologie der Tiere".	100:105	0:107	Bei der sowjetischen Akademie der Wissenschaften gibt es das „ Sewerzow-Institut für Morphologie der Tiere " .	14	0:17	bei d sowjetisch Akademie d Wissenschaft geben es d „ Sewerzow-Institut für Morphologie d Tier " .	APPR ART ADJA NN ART NN VVFIN PPER ART $( NN APPR NN ART NN $( $.	
Tier	NN	1984	2	26120215_1984_07_05_01_115.tcf.xml-4-23	 	Berliner Bärenlotterie und Tierparklotterie, Sammelaktionen von Berliner Schülern und zahlreiche Spenden von Betrieben sorgten für das nötige Geld, um die ersten Tiere anzuschaffen.	162:167	0:181	Berliner Bärenlotterie und Tierparklotterie , Sammelaktionen von Berliner Schülern und zahlreiche Spenden von Betrieben sorgten für das nötige Geld , um die ersten Tiere anzuschaffen .	23	0:26	berliner Bärenlotterie und Tierparklotterie , Sammelaktion von berliner Schüler und zahlreich Spende von Betrieb sorgen für d nötig Geld , um d erst Tier anschaffen .	ADJA NN KON NN $, NN APPR ADJA NN KON ADJA NN APPR NN VVFIN APPR ART ADJA NN $, KOUI ART ADJA NN VVIZU $.	
Tier	NN	1980	2	26120215_1980_01_31_01_345.tcf.xml-22-5	 	Wissenschaftlern 20.30 (F) Tiere auf Japans Marcello Mastroianm 20.00 (F) Ein Blick ins All Fantasie für Klavier, 21.30 (F) Viele Köche — Sport-Stammtisch 20.00 (F) Antworten Inseln Die Filmothek: 20.35 (F) 500 Jahre nach (m. U.) Chor und Orchester verderben den Brei 20.00 (F) Das Attentat von 20.30 (F 21.30 21.30 Konzert für Klavier Sowjetische Fernseh-Buchpre-(F) Der Mut des Kolumbus (F) Die Version des Sarajevo Dokumentarfilm Oberst Sorin und Orchester Nr. Fernsehkomödie Jugoslawisch-tschemiere Volkes Kriminalfilm (m. U.) choslowakischer E. Panitz „Meines Spielfilm in einer 21.30 (F) Die Kriminalfälle 21.30 (F) Rot und Schwarz 22.30 (F) Jazz aus Ungarn Vaters Straßenbahn Koproduktion des Majors Zeman 22.55 (F) Nicht Samba (5 Die „Szeged Spielfilm 21.30 (F) Adam und Eva Bolivien/Italien Fernsehserie nein, Sambo (m. U.)	27:32	0:832	Wissenschaftlern 20.30 ( F ) Tiere auf Japans Marcello Mastroianm 20.00 ( F ) Ein Blick ins All Fantasie für Klavier , 21.30 ( F ) Viele Köche — Sport-Stammtisch 20.00 ( F ) Antworten Inseln Die Filmothek : 20.35 ( F ) 500 Jahre nach ( m. U. ) Chor und Orchester verderben den Brei 20.00 ( F ) Das Attentat von 20.30 ( F 21.30 21.30 Konzert für Klavier Sowjetische Fernseh-Buchpre- ( F ) Der Mut des Kolumbus ( F ) Die Version des Sarajevo Dokumentarfilm Oberst Sorin und Orchester Nr. Fernsehkomödie Jugoslawisch-tschemiere Volkes Kriminalfilm ( m. U. ) choslowakischer E. Panitz „ Meines Spielfilm in einer 21.30 ( F ) Die Kriminalfälle 21.30 ( F ) Rot und Schwarz 22.30 ( F ) Jazz aus Ungarn Vaters Straßenbahn Koproduktion des Majors Zeman 22.55 ( F ) Nicht Samba ( 5 Die „ Szeged Spielfilm 21.30 ( F ) Adam und Eva Bolivien/Italien Fernsehserie nein , Sambo ( m. U. )	5	0:163	Wissenschaftler 20.30 ( f ) Tier auf Japan Marcello Mastroianm 20.00 ( f ) eine Blick ins All Fantasie für Klavier , 21.30 ( f ) viel Koch — Sport-Stammtisch 20.00 ( f ) Antwort Insel d Filmothek : 20.35 ( f ) 500 Jahr nach ( m. U. ) Chor und Orchester verderben d Brei 20.00 ( f ) d Attentat von 20.30 ( f 21.30 21.30 Konzert für Klavier sowjetisch Fernseh-Buchpre- ( f ) d Mut d Kolumbus ( f ) d Version d Sarajevo Dokumentarfilm Oberst Sorin und Orchester Nr. Fernsehkomödie jugoslawisch-tschemiere Volk Kriminalfilm ( m. U. ) Choslowakischer E. Panitz „ meine Spielfilm in eine 21.30 ( f ) d Kriminalfall 21.30 ( f ) rot und schwarz 22.30 ( f ) Jazz aus Ungarn Vater Straßenbahn Koproduktion d Majors Zeman 22.55 ( f ) nicht Samba ( 5 d „ Szeged Spielfilm 21.30 ( f ) Adam und Eva Bolivien/italien Fernsehserie nein , Sambo ( m. U. )	NN CARD $( XY $( NN APPR NE NE NE CARD $( XY $( ART NN APPRART NN NN APPR NN $, CARD $( XY $( PIAT NN $( NN CARD $( XY $( NN NN ART NN $. CARD $( XY $( CARD NN APPR $( FM NE $( NN KON NN VVFIN ART NN CARD $( XY $( ART NN APPR CARD $( XY CARD CARD NN APPR NN ADJA NN $( XY $( ART NN ART NE $( XY $( ART NN ART NE NN NN NE KON NN NN NN ADJA NN NN $( FM NE $( NE NE NE $( PPOSAT NN APPR ART CARD $( XY $( ART NN CARD $( XY $( ADJD KON ADJD CARD $( XY $( NN APPR NE NN NN NN ART NE NE CARD $( XY $( PTKNEG NN $( CARD ART $( NE NN CARD $( XY $( NE KON NE NE NN PTKANT $, NE $( FM NE $(	
Tier	NN	1986	2	26120215_1986_01_07_01_278.tcf.xml-44-27	 	Ableger 12 J.. selbst ner treffen bis 35 J 9866 Anz -Schroeder, 40/1.63/m 88, rotblond, mag Kinder, Mu 1055 Ber sik, Tiere, bin begeister -fah Bild wäre Suchen aufr.. liebev.	117:122	0:174	Ableger 12 J .. selbst ner treffen bis 35 J 9866 Anz -Schroeder , 40/1.63/m 88 , rotblond , mag Kinder , Mu 1055 Ber sik , Tiere , bin begeister - fah Bild wäre Suchen aufr.. liebev .	27	0:39	Ableger 12 J .. selbst ner treffen bis 35 j 9866 Anz -Schroeder , 40/1.63/m 88 , rotblond , mögen Kind , Mu 1055 Ber Sik , Tier , sein begeister - fah Bild sein Suche Aufr.. Liebev .	NN CARD NN $. ADV ART VVFIN APPR CARD XY CARD NE NE $, NE CARD $, ADJD $, VMFIN NN $, NE CARD NE NE $, NN $, VAFIN XY $( XY NN VAFIN NN NE NE $.	
Tier	NN	1956	2	2532889X_1956-01-15_01_195.tcf.xml-16-9	 	„Sehr viele kenne ich, die gleichen diesen Tieren, nicht Esel nein, ich denk an hohe Potentaten, die — weiß der Himmel wie — auf Posten sind geraten, wo sie so aufgebläht als Staatsminister walten, als ob sie sich gar selbst für Majestäten halten.	43:49	0:247	„ Sehr viele kenne ich , die gleichen diesen Tieren , nicht Esel nein , ich denk an hohe Potentaten , die — weiß der Himmel wie — auf Posten sind geraten , wo sie so aufgebläht als Staatsminister walten , als ob sie sich gar selbst für Majestäten halten .	9	0:51	„ sehr viel kennen ich , d gleich diese Tier , nicht Esel nein , ich denken an hoch Potentat , die — wissen d Himmel wie — auf Posten sein geraten , wo sie so aufgebläht als Staatsminister walten , als ob sie sich gar selbst für Majestät halten .	$( ADV PIS VVFIN PPER $, ART ADJA PDAT NN $, PTKNEG NN PTKANT $, PPER VVFIN APPR ADJA NN $, PRELS $( VVFIN ART NN KOKOM $( APPR NN VAFIN VVPP $, PWAV PPER ADV ADJD KOKOM NN VVINF $, KOKOM KOUS PPER PRF ADV ADV APPR NN VVINF $.	
Tier	NN	1976	2	2532889X_1976-08-21_01_410.tcf.xml-2-6	 	Einmal soll damit der Bestand dieser Tiere erhöht und ¦ zum anderen manches ihrer Geheimnisse gelüftet werden.	37:42	0:110	Einmal soll damit der Bestand dieser Tiere erhöht und ¦ zum anderen manches ihrer Geheimnisse gelüftet werden .	6	0:18	einmal sollen damit d Bestand diese Tier erhöhen und ¦ zum ander manche ihr Geheimnis lüften werden .	ADV VMFIN PAV ART NN PDAT NN VVPP KON $( APPRART ADJA PIS PPOSAT NN VVPP VAINF $.	
Tier	NN	1978	2	2532889X_1978-06-16_01_144.tcf.xml-2-12	 	Sie stellen alle Naturdenkmäler, seltene wildwachsende Pflanzen, vom Aussterben bedrohte Tiere und unter Denkmalschutz stehende Gebäude der Umiicbunii in einem Katalog zusammen.	89:94	0:177	Sie stellen alle Naturdenkmäler , seltene wildwachsende Pflanzen , vom Aussterben bedrohte Tiere und unter Denkmalschutz stehende Gebäude der Umiicbunii in einem Katalog zusammen .	12	0:25	sie stellen alle Naturdenkmal , selten wildwachsend Pflanze , vom Aussterben bedroht Tier und unter Denkmalschutz stehend Gebäude d Umiicbunii in eine Katalog zusammen .	PPER VVFIN PIAT NN $, ADJA ADJA NN $, APPRART NN ADJA NN KON APPR NN ADJA NN ART NN APPR ART NN PTKVZ $.	
Tier	NN	1975	2	2532889X_1975-12-18_01_184.tcf.xml-5-22	 	Im Anschluß an die Vorträge können die weltbekannten paläontologischen und mineralogischen Sammlungen des Hauses besichtigt werden, um sich an Hand fossiler Tiere, Pflanzen und der anorganischen Materie ein Bild von der Geschichte unseres Planeten und der Entstehung des Lebens auf der Erde machen zu können.	157:162	0:308	Im Anschluß an die Vorträge können die weltbekannten paläontologischen und mineralogischen Sammlungen des Hauses besichtigt werden , um sich an Hand fossiler Tiere , Pflanzen und der anorganischen Materie ein Bild von der Geschichte unseres Planeten und der Entstehung des Lebens auf der Erde machen zu können .	22	0:48	im Anschluß an d Vortrag können d weltbekannt paläontologisch und mineralogisch Sammelung d Haus besichtigen werden , um sich an Hand fossil Tier , Pflanze und d anorganisch Materie eine Bild von d Geschichte unsere Planet und d Entstehung d Leben auf d Erde machen zu können .	APPRART NN APPR ART NN VMFIN ART ADJA ADJA KON ADJA NN ART NN VVPP VAINF $, KOUI PRF APPR NN ADJA NN $, NN KON ART ADJA NN ART NN APPR ART NN PPOSAT NN KON ART NN ART NN APPR ART NN VVINF PTKZU VMINF $.	
Tier	NN	1972	2	26120215_1972_02_08_01_189.tcf.xml-6-2	 	Je weibliches Tier werden rund 1000 bis 1500 Eier gewonnen.	14:18	0:59	Je weibliches Tier werden rund 1000 bis 1500 Eier gewonnen .	2	0:11	je weiblich Tier werden rund 1000 bis 1500 Ei gewinnen .	ADV ADJA NN VAFIN ADJD CARD APPR CARD NN VVPP $.	
Tier	NN	1968	2	26120215_1968_09_04_01_245.tcf.xml-3-1	 	„Tiere und Menschen und.. Das große Testament" des Francois Villon; durch die Sonderausstellung „Hans Grundifi" im Alten Museum führt am Sonnabend, dem 7. September.	1:6	0:165	„ Tiere und Menschen und .. Das große Testament " des Francois Villon ; durch die Sonderausstellung „ Hans Grundifi " im Alten Museum führt am Sonnabend , dem 7. September .	1	0:32	„ Tier und Mensch und .. d groß Testament " d Francois Villon ; durch d Sonderausstellung „ Hans Grundifi " im alt Museum führen am Sonnabend , d 7. September .	$( NN KON NN KON $. ART ADJA NN $( ART NE NE $. APPR ART NN $( NE NE $( APPRART ADJA NN VVFIN APPRART NN $, ART ADJA NN $.	
Tier	NN	1981	2	26120215_1981_08_29_01_334.tcf.xml-3-9	 	Das der Beweis dafür, daß die früher vielgejagten Tiere in Mecklenburg wieder heimisch geworden sind.	50:55	0:101	Das der Beweis dafür , daß die früher vielgejagten Tiere in Mecklenburg wieder heimisch geworden sind .	9	0:17	die d Beweis dafür , daß d früh vielgejagt Tier in Mecklenburg wieder heimisch werden sein .	PDS ART NN PAV $, KOUS ART ADJD ADJA NN APPR NE ADV ADJD VAPP VAFIN $.	
Tier	NN	1988	2	26120215_1988_12_10_01_155.tcf.xml-9-0	 	Tiere, die in klimatisch unterschiedlichen Regionen zu Hause sind, aber auch in verschiedenen Medien wie Wasser oder Luft, die ihre Behausungen vorwiegend unter der Erde haben oder auf Bäumen, die sich dem Menschen anschließen können oder stets auf Distanz zu ihm bleiben, fingergroße Lebewesen und dickhäutige Riesen -aus ihnen rekrutiert sich das „Patientengut" des im Zoo tatigen Veterinärs.	0:5	0:394	Tiere , die in klimatisch unterschiedlichen Regionen zu Hause sind , aber auch in verschiedenen Medien wie Wasser oder Luft , die ihre Behausungen vorwiegend unter der Erde haben oder auf Bäumen , die sich dem Menschen anschließen können oder stets auf Distanz zu ihm bleiben , fingergroße Lebewesen und dickhäutige Riesen - aus ihnen rekrutiert sich das „ Patientengut " des im Zoo tatigen Veterinärs .	0	0:67	Tier , die in klimatisch unterschiedlich Region zu Haus sein , aber auch in verschieden Medien wie Wasser oder Luft , die ihr Behausung vorwiegend unter d Erde haben oder auf Baum , die sich d Mensch anschließen können oder stets auf Distanz zu er bleiben , fingergroß Lebewesen und dickhäutig Riese - aus sie rekrutieren sich d „ Patientengut " d im Zoo tatigen Veterinär .	NN $, PRELS APPR ADJD ADJA NN APPR NN VAFIN $, ADV ADV APPR ADJA NN KOKOM NN KON NN $, PRELS PPOSAT NN ADJD APPR ART NN VAFIN KON APPR NN $, PRELS PRF ART NN VVINF VMINF KON ADV APPR NN APPR PPER VVINF $, ADJA NN KON ADJA NN $( APPR PPER VVFIN PRF ART $( NN $( ART APPRART NN ADJA NN $.	
